Coord,Prestadora,P Dashboard
"-9.3909, -38.0112",ADS,"Pressão: 40 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3905, -37.0969",ADS,"Pressão: 2 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3900, -35.8382",BRK,"Pressão: 23 mca
Data de Aferição: 27/02/25
Status: Conforme"
"-9.3894, -37.2478",ADS,"Pressão: 9 mca
Data de Aferição: 09/07/25
Status: Desconforme"
"-9.3893, -37.9990",ADS,"Pressão: 20 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3893, -37.9868",ADS,"Pressão: 31 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3885, -38.0051",ADS,"Pressão: 34 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3885, -37.0983",ADS,"Pressão: 0 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3883, -37.0898",ADS,"Pressão: 1 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3880, -37.0879",ADS,"Pressão: 8,5 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3871, -37.9909",ADS,"Pressão: 39 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3864, -35.8371",BRK,"Pressão: 21 mca
Data de Aferição: 27/02/25
Status: Conforme"
"-9.3859, -37.0885",ADS,"Pressão: 0 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3855, -37.0880",ADS,"Pressão: 16 mca
Data de Aferição: 28/05/25
Status: Conforme"
"-9.3851, -37.0906",ADS,"Pressão: 8,5 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3850, -35.8379",BRK,"Pressão: 8 mca
Data de Aferição: 27/02/25
Status: Desconforme"
"-9.3849, -35.8370",BRK,"Pressão: 23 mca
Data de Aferição: 27/02/25
Status: Conforme"
"-9.3839, -37.0912",ADS,"Pressão: 8 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3838, -37.0877",ADS,"Pressão: 12 mca
Data de Aferição: 28/05/25
Status: Conforme"
"-9.3837, -35.8383",BRK,"Pressão: 7 mca
Data de Aferição: 27/02/25
Status: Desconforme"
"-9.3836, -37.9960",ADS,"Pressão: 20 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3835, -37.0891",ADS,"Pressão: 9 mca
Data de Aferição: 28/05/25
Status: Desconforme"
"-9.3829, -35.8379",BRK,"Pressão: 12 mca
Data de Aferição: 27/02/25
Status: Conforme"
"-9.3818, -37.2474",ADS,"Pressão: 28 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.3762, -37.2405",ADS,"Pressão: 48 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.3758, -38.0009",ADS,"Pressão: 23 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3751, -37.2643",ADS,"Pressão: 15,5 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.3738, -37.2293",ADS,"Pressão: 25 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.3733, -37.2483",ADS,"Pressão: 26,5 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.3722, -37.2406",ADS,"Pressão: 18 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.3714, -38.0100",ADS,"Pressão: 25 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3703, -38.0098",ADS,"Pressão: 10 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3696, -37.2658",ADS,"Pressão: 60 mca
Data de Aferição: 09/07/25
Status: Desconforme"
"-9.3664, -37.9910",ADS,"Pressão: 20 mca
Data de Aferição: 23/04/25
Status: Conforme"
"-9.3642, -37.2649",ADS,"Pressão: 4 mca
Data de Aferição: 09/07/25
Status: Desconforme"
"-9.3597, -37.2518",ADS,"Pressão: 11,5 mca
Data de Aferição: 09/07/25
Status: Conforme"
"-9.323, -35.937",BRK,"Pressão: 7 mca
Data de Aferição: 16/10/24
Status: Desconforme"
"-9.322, -35.936",BRK,"Pressão: 7 mca
Data de Aferição: 16/10/24
Status: Desconforme"
"-9.3174, -36.4705",ADS,"Pressão: 31 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3174, -36.47",ADS,"Pressão: 25 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3173, -36.4725",ADS,"Pressão: 30 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3172, -36.4695",ADS,"Pressão: 22 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3171, -36.4722",ADS,"Pressão: 30 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3169, -36.4727",ADS,"Pressão: 26 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3163, -36.4726",ADS,"Pressão: 16 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.315, -35.95",BRK,"Pressão: 9 mca
Data de Aferição: 16/10/24
Status: Desconforme"
"-9.3141, -36.4732",ADS,"Pressão: 18 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3138, -36.474",ADS,"Pressão: 11 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.3133, -36.4741",ADS,"Pressão: 10 mca
Data de Aferição: 29/08/24
Status: Conforme"
"-9.31, -35.945",BRK,"Pressão: 15 mca
Data de Aferição: 16/10/24
Status: Conforme"
"-9.308, -35.943",BRK,"Pressão: 1 mca
Data de Aferição: 16/10/24
Status: Desconforme"
"-9.308, -35.943",BRK,"Pressão: 7 mca
Data de Aferição: 16/10/24
Status: Desconforme"
"-9.307, -35.938",BRK,"Pressão: 8 mca
Data de Aferição: 16/10/24
Status: Desconforme"
"-9.304, -35.938",BRK,"Pressão: 17 mca
Data de Aferição: 16/10/24
Status: Conforme"
"-9.254073, -35.996721",VAA,"Pressão: 27 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.252701, -36.000449",VAA,"Pressão: 29 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.252031, -35.997544",VAA,"Pressão: 24 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.250101, -36.001554",VAA,"Pressão: 20 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.249459, -36.012412",VAA,"Pressão: 29 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.248857, -36.012360",VAA,"Pressão: 22 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.247879, -36.008278",VAA,"Pressão: 18 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.247200, -36.016603",VAA,"Pressão: 19 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.246575, -36.001731",VAA,"Pressão: 22 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.246357, -36.015179",VAA,"Pressão: 20 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.2461, -35.4914",VAA,"Pressão: 25 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2459, -35.4923",VAA,"Pressão: 25 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2458, -35.4911",VAA,"Pressão: 25 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.245553, -36.010274",VAA,"Pressão: 13 mca
Data de Aferição: 09/04/25
Status: Conforme"
"-9.2452, -35.3605",VAA,"Pressão: 20 mca
Data de Aferição: 08/11/24
Status: Conforme"
"-9.2437, -35.3484",VAA,"Pressão: 2 mca
Data de Aferição: 08/11/24
Status: Desconforme"
"-9.2430, -35.4905",VAA,"Pressão: 24 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2415, -35.4890",VAA,"Pressão: 21 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2397, -35.3532",VAA,"Pressão: 20 mca
Data de Aferição: 08/11/04
Status: Conforme"
"-9.2390, -35.4870",VAA,"Pressão: 20 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2384, -35.4901",VAA,"Pressão: 15 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2383, -35.4881",VAA,"Pressão: 19 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2367, -35.3543",VAA,"Pressão: 19 mca
Data de Aferição: 08/11/24
Status: Conforme"
"-9.2359, -35.4895",VAA,"Pressão: 15 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2319, -35.4924",VAA,"Pressão: 11 mca
Data de Aferição: 13/08/25
Status: Conforme"
"-9.2210, -37.7462",ADS,"Pressão: 11 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2209, -37.7499",ADS,"Pressão: 15 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2207, -37.7502",ADS,"Pressão: 13 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2207, -37.7498",ADS,"Pressão: 16 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2204, -37.7477",ADS,"Pressão: 12 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2201, -37.7511",ADS,"Pressão: 35 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2193, -37.7482",ADS,"Pressão: 18 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2193, -37.7461",ADS,"Pressão: 20 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2189, -37.7480",ADS,"Pressão: 27 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2188, -37.7500",ADS,"Pressão: 10 mca
Data de Aferição: 04/09/25
Status: Conforme"
"-9.2164, -35.3391",VAA,"Pressão: 13 mca
Data de Aferição: 07/05/25
Status: Conforme"
"-9.2091, -35.3338",VAA,"Pressão: 13 mca
Data de Aferição: 07/05/25
Status: Conforme"
"-9.2082, -35.3380",VAA,"Pressão: 30 mca
Data de Aferição: 07/05/25
Status: Conforme"
"-9.2076, -35.3347",VAA,"Pressão: 9 mca
Data de Aferição: 07/05/25
Status: Desconforme"
"-9.1972, -35.3254",VAA,"Pressão: 5 mca
Data de Aferição: 07/05/25
Status: Desconforme"
"-9.1674, -37.3574",ADS,"Pressão: 10 mca
Data de Aferição: 06/08/24
Status: Conforme"
"-9.1669, -35.3004",VAA,"Pressão: 8 mca
Data de Aferição: 07/05/25
Status: Desconforme"
"-9.1652, -37.3582",ADS,"Pressão: 5 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.165, -37.3584",ADS,"Pressão: 4 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.165, -37.3579",ADS,"Pressão: 2 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.1638, -35.2970",VAA,"Pressão: 16 mca
Data de Aferição: 07/05/25
Status: Conforme"
"-9.1634, -37.3587",ADS,"Pressão: 0 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.1620, -35.2973",VAA,"Pressão: 19 mca
Data de Aferição: 07/05/25
Status: Conforme"
"-9.161925, -36.027829",VAA,"Pressão: 12 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.1616, -37.3597",ADS,"Pressão: 0 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.16, -37.3598",ADS,"Pressão: 0 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.15911, -35.2966",VAA,"Pressão: 24 mca
Data de Aferição: 07/05/25
Status: Conforme"
"-9.1578, -37.3607",ADS,"Pressão: 0 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.1577, -37.3612",ADS,"Pressão: 0 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.157350, -36.015728",VAA,"Pressão: 17 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.1573, -37.3612",ADS,"Pressão: 0 mca
Data de Aferição: 06/08/24
Status: Desconforme"
"-9.155409, -36.005470",VAA,"Pressão: 18 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.1545, -35.2973",VAA,"Pressão: 7 mca
Data de Aferição: 07/05/25
Status: Desconforme"
"-9.151278, -36.015824",VAA,"Pressão: 30 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.151003, -36.027330",VAA,"Pressão: 10 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.149752, -36.025801",VAA,"Pressão: 7 mca
Data de Aferição: 21/05/25
Status: Desconforme"
"-9.147571, -36.018820",VAA,"Pressão: 30 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.142788, -35.998605",VAA,"Pressão: 20 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.141712, -35.996320",VAA,"Pressão: 10 mca
Data de Aferição: 21/05/25
Status: Conforme"
"-9.1415, -35.7639",VAA,"Pressão: 23 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1412, -35.7621",VAA,"Pressão: 22 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1409, -35.7618",VAA,"Pressão: 3 mca
Data de Aferição: 17/07/25
Status: Desconforme"
"-9.1385, -35.7548",VAA,"Pressão: 32 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1377, -35.7520",VAA,"Pressão: 27 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1369, -35.7555",VAA,"Pressão: 10 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1318, -35.7595",VAA,"Pressão: 6 mca
Data de Aferição: 17/07/25
Status: Desconforme"
"-9.1314, -35.7500",VAA,"Pressão: 13 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1312, -35.7585",VAA,"Pressão: 22 mca
Data de Aferição: 17/07/25
Status: Conforme"
"-9.1223, -35.2763",VAA,"Pressão: 27 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.1193, -37.7296",ADS,"Pressão: 20 mca
Data de Aferição: 07/08/24
Status: Conforme"
"-9.1189, -37.7296",ADS,"Pressão: 10 mca
Data de Aferição: 07/08/24
Status: Conforme"
"-9.1184, -35.2705",VAA,"Pressão: 30 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.1183, -37.7292",ADS,"Pressão: 15 mca
Data de Aferição: 07/08/24
Status: Conforme"
"-9.1182, -37.7276",ADS,"Pressão: 4 mca
Data de Aferição: 07/08/24
Status: Desconforme"
"-9.1181, -37.7309",ADS,"Pressão: 18 mca
Data de Aferição: 07/08/24
Status: Conforme"
"-9.1181, -37.7306",ADS,"Pressão: 25 mca
Data de Aferição: 07/08/24
Status: Conforme"
"-9.1179, -37.7296",ADS,"Pressão: 15 mca
Data de Aferição: 07/08/24
Status: Conforme"
"-9.1177, -37.7313",ADS,"Pressão: 7 mca
Data de Aferição: 07/08/24
Status: Desconforme"
"-9.1174, -37.7337",ADS,"Pressão: 8 mca
Data de Aferição: 07/08/24
Status: Desconforme"
"-9.1172, -37.7338",ADS,"Pressão: 7 mca
Data de Aferição: 07/08/24
Status: Desconforme"
"-9.1141, -35.2689",VAA,"Pressão: 27 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.1121, -35.2679",VAA,"Pressão: 27 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.111171, -35.267459",VAA,"Pressão: 32 mca
Data de Aferição: 20/08/24
Status: Conforme"
"-9.1107, -35.2670",VAA,"Pressão: 20 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.1048, -35.2620",VAA,"Pressão: 21 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.101639, -36.072323",VAA,"Pressão: 0 mca
Data de Aferição: 21/05/25
Status: Desconforme"
"-9.1014, -35.2597",VAA,"Pressão: 17 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.0929, -35.2587",VAA,"Pressão: 15 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.092008, -35.258801",VAA,"Pressão: 20 mca
Data de Aferição: 20/08/24
Status: Conforme"
"-9.091979, -35.258715",VAA,"Pressão: 19 mca
Data de Aferição: 20/08/24
Status: Conforme"
"-9.091616, -35.258599",VAA,"Pressão: 16 mca
Data de Aferição: 20/08/24
Status: Conforme"
"-9.0904, -35.2583",VAA,"Pressão: 11 mca
Data de Aferição: 14/08/25
Status: Conforme"
"-9.088289, -35.262062",VAA,"Pressão: 13 mca
Data de Aferição: 20/08/24
Status: Conforme"
"-9.088279, -35.262381",VAA,"Pressão: 14 mca
Data de Aferição: 20/08/24
Status: Conforme"
"-9.0879, -35.2572",VAA,"Pressão: 8 mca
Data de Aferição: 14/08/25
Status: Desconforme"
"-9.0626, -35.2401",VAA,"Pressão: 13 mca
Data de Aferição: 08/05/25
Status: Conforme"
"-9.0592, -35.3937",VAA,"Pressão: 43 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0586, -35.3983",VAA,"Pressão: 42 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0579, -35.2399",VAA,"Pressão: 15 mca
Data de Aferição: 08/05/25
Status: Conforme"
"-9.0578, -35.3971",VAA,"Pressão: 20 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0576, -35.3941",VAA,"Pressão: 45 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0532, -35.3968",VAA,"Pressão: 39 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0525, -35.2401",VAA,"Pressão: 21 mca
Data de Aferição: 08/05/25
Status: Conforme"
"-9.0523, -35.3995",VAA,"Pressão: 30 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0520, -35.3974",VAA,"Pressão: 32 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0508, -35.3977",VAA,"Pressão: 42 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0500, -35.4000",VAA,"Pressão: 31 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0489, -35.2395",VAA,"Pressão: 14 mca
Data de Aferição: 08/05/25
Status: Conforme"
"-9.0478, -35.4016",VAA,"Pressão: 39 mca
Data de Aferição: 12/08/25
Status: Conforme"
"-9.0078, -35.2249",VAA,"Pressão: 22 mca
Data de Aferição: 08/05/25
Status: Conforme"
"-9,7947 -36.0980",ADS,"Pressão: 19 mca
Data de Aferição: 25/06/25
Status: Conforme"
"-9,7817 -36.1048",ADS,"Pressão: 10 mca
Data de Aferição: 25/06/25
Status: Conforme"
"-9,6339, -36,5828",CASAL,"Pressão: 1 mca
Data de Aferição: 26/06/25
Status: Desconforme"
"-8.9883, -35.1997",VAA,"Pressão: 14 mca
Data de Aferição: 08/05/25
Status: Conforme"
"-8.980166, -35.931614",VAA,"Pressão: 15 mca
Data de Aferição: 10/04/25
Status: Conforme"
"-8.974845, -35.932392",VAA,"Pressão: 20 mca
Data de Aferição: 10/04/25
Status: Conforme"
"-8.973698, -35.925769",VAA,"Pressão: 32 mca
Data de Aferição: 10/04/25
Status: Conforme"
"-8.972671, -35.930867",VAA,"Pressão: 23 mca
Data de Aferição: 10/04/25
Status: Conforme"
"-8.971852, -35.930050",VAA,"Pressão: 14 mca
Data de Aferição: 10/04/25
Status: Conforme"
"-8.966628, -35.921806",VAA,"Pressão: 15 mca
Data de Aferição: 10/04/25
Status: Conforme"
"-8.9438, -35.6635",VAA,"Pressão: 3 mca
Data de Aferição: 13/08/24
Status: Desconforme"
"-8.9434, -35.6622",VAA,"Pressão: 20 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9433, -35.6628",VAA,"Pressão: 30 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9433, -35.6622",VAA,"Pressão: 32 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9428, -35.6626",VAA,"Pressão: 26 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9427, -35.6628",VAA,"Pressão: 38 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9427, -35.5547",VAA,"Pressão: 11 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9426, -35.6626",VAA,"Pressão: 45 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9423, -35.5547",VAA,"Pressão: 45 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9419, -35.6645",VAA,"Pressão: 3 mca
Data de Aferição: 13/08/24
Status: Desconforme"
"-8.9418, -35.5546",VAA,"Pressão: 20 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9418, -35.5541",VAA,"Pressão: 16 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9417, -35.6645",VAA,"Pressão: 3 mca
Data de Aferição: 13/08/24
Status: Desconforme"
"-8.9416, -35.5538",VAA,"Pressão: 15 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9403, -35.6664",VAA,"Pressão: 14 mca
Data de Aferição: 13/08/24
Status: Conforme"
"-8.9385, -35.5547",VAA,"Pressão: 11 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9349, -35.5523",VAA,"Pressão: 15 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9333, -35.5544",VAA,"Pressão: 12 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.9329, -35.5549",VAA,"Pressão: 10 mca
Data de Aferição: 14/08/24
Status: Conforme"
"-8.8447, -35.4621",VAA,"Pressão: 10 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8422, -35.451",VAA,"Pressão: 45 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8421, -35.4644",VAA,"Pressão: 39 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8417, -35.4546",VAA,"Pressão: 44 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8414, -35.4637",VAA,"Pressão: 40 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8414, -35.4594",VAA,"Pressão: 40 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8404, -35.4578",VAA,"Pressão: 42 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.84, -35.4606",VAA,"Pressão: 10 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.8396, -35.4603",VAA,"Pressão: 15 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-8.839, -35.4599",VAA,"Pressão: 30 mca
Data de Aferição: 15/08/24
Status: Conforme"
"-10.407591, -36.430878",ADS,"Pressão: 15 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.407475, -36.427940",ADS,"Pressão: 3 mca
Data de Aferição: 15/05/25
Status: Desconforme"
"-10.406949, -36.436490",ADS,"Pressão: 10 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.406859, -36.433492",ADS,"Pressão: 13 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.405908, -36.434557",ADS,"Pressão: 12 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.405807, -36.429770",ADS,"Pressão: 15 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.405328, -36.424710",ADS,"Pressão: 1 mca
Data de Aferição: 15/05/25
Status: Desconforme"
"-10.405284, -36.427579",ADS,"Pressão: 6 mca
Data de Aferição: 15/05/25
Status: Desconforme"
"-10.405090, -36.431980",ADS,"Pressão: 14 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.404140, -36.431187",ADS,"Pressão: 12,5 mca
Data de Aferição: 15/05/25
Status: Conforme"
"-10.382155, -36.552751",ADS,"Pressão: 12 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.317323, -36.433646",ADS,"Pressão: 38 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2898, -36.5787",ADS,"Pressão: 30 mca
Data de Aferição: 12/06/25
Status: Conforme"
"-10.2813, -36.5524",ADS,"Pressão: 12 mca
Data de Aferição: 12/06/25
Status: Conforme"
"-10.2686, -36.5403",ADS,"Pressão: 10 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2657, -36.5062",ADS,"Pressão: 10 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2637, -36.4072",ADS,"Pressão: 25 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2594, -36.5519",ADS,"Pressão: 12 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2544, -36.5615",ADS,"Pressão: 13 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2532, -36.5618",ADS,"Pressão: 13 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2375, -36.7352",ADS,"Pressão: 10 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.2223, -36.7466",ADS,"Pressão: 10 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.221272, -36.569163",ADS,"Pressão: 10 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.2133, -36.7713",ADS,"Pressão: 14 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.2025, -36.7845",ADS,"Pressão: 12,5 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.2004, -36.5903",ADS,"Pressão: 16 mca
Data de Aferição: 12/06/25
Status: Conforme"
"-10.1908, -36.8373",ADS,"Pressão: 30 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.1862, -36.7837",ADS,"Pressão: 30 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.1656, -36.8393",ADS,"Pressão: 16 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.1207, -36.3795",ADS,"Pressão: 21 mca
Data de Aferição: 11/06/25
Status: Conforme"
"-10.0874, -36.6956",ADS,"Pressão: 30 mca
Data de Aferição: 24/07/25
Status: Conforme"
"-10.0749, -36.6983",ADS,"Pressão: 30 mca
Data de Aferição: 24/07/25
Status: Conforme"